user_id,date,description,amount,is_subscription,is_price_creep,is_anomaly,true_canonical_merchant,merchant_clean,user_median_amount,user_std_amount,amount_zscore,predicted_anomaly
user_1,2026-04-02,UPI/ANGEL ONE/angelmfcpupa@i/Subscripti/INDUSIND/294525914009/,465.44,1,0,0,,UPI/ANGEL ONE/angelmfcpupa@i/Subscripti/INDUSIND,596.35,3297.1454733995306,-0.03970404128545318,0
user_1,2026-04-02,UPI/GYMFIT CLUB/UPIIntent/HDFC/646596275272/,45.72,1,1,0,,UPI/GYMFIT CLUB/UPIIntent/HDFC,596.35,3297.1454733995306,-0.16700203386302864,0
user_1,2026-04-02,UPI/CLOUDSTORAGE PRO/UPIIntent/ICICI/749708589852/,1318.44,1,1,0,,UPI/CLOUDSTORAGE PRO/UPIIntent/ICICI,596.35,3297.1454733995306,0.2190045922527911,0
user_1,2026-04-02,UPI/NEWSDIGITAL SUB/UPIIntent/SBI/856125860074/,599.2,1,1,0,,UPI/NEWSDIGITAL SUB/UPIIntent/SBI,596.35,3297.1454733995306,0.0008643840628182908,0
user_1,2026-04-02,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/966011500132/,338.8,0,0,0,BottleLab,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS,596.35,3297.1454733995306,-0.07811302293994701,0
user_1,2026-04-02,UPI/ZOMATO LTD/UPIIntent/ICICI/704186683406/,86.36,0,0,0,Zomato,UPI/ZOMATO LTD/UPIIntent/ICICI,596.35,3297.1454733995306,-0.15467622041989354,0
user_1,2026-04-03,UPI/AMAZON PRIME/UPIIntent/AXIS/531855030053/,126.85,1,0,0,,UPI/AMAZON PRIME/UPIIntent/AXIS,596.35,3297.1454733995306,-0.1423959008748015,0
user_1,2026-04-03,UPI/HOTSTAR SUB/UPIIntent/SBI/864677360339/,1251.19,1,1,0,,UPI/HOTSTAR SUB/UPIIntent/SBI,596.35,3297.1454733995306,0.1986081612968158,0
user_1,2026-04-03,UPI/MUSICSTREAM PLUS/UPIIntent/AXIS/998902879947/,887.28,1,1,0,,UPI/MUSICSTREAM PLUS/UPIIntent/AXIS,596.35,3297.1454733995306,0.08823693171779763,0
user_1,2026-04-04,UPI/NETFLIX.COM/UPIIntent/HDFC/434429724282/,425.68,1,0,0,,UPI/NETFLIX.COM/UPIIntent/HDFC,596.35,3297.1454733995306,-0.051762957193402286,0
user_1,2026-04-04,UPI/SPOTIFY INDIA/UPIIntent/ICICI/313491265924/,57.43,1,0,0,,UPI/SPOTIFY INDIA/UPIIntent/ICICI,596.35,3297.1454733995306,-0.1634504768891332,0
user_1,2026-04-04,UPI/SWIGGY BANGALORE/UPIIntent/HDFC/297858575291/,744.87,0,0,0,Swiggy,UPI/SWIGGY BANGALORE/UPIIntent/HDFC,596.35,3297.1454733995306,0.045045024915709296,0
user_1,2026-04-04,UPI/Zomato Order/UPIIntent/ICICI/232294442774/,41.32,0,0,0,Zomato,UPI/Zomato Order/UPIIntent/ICICI,596.35,3297.1454733995306,-0.16833652153895862,0
user_1,2026-04-07,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/346203052621/,866.3,0,0,0,BottleLab,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS,596.35,3297.1454733995306,0.08187385184484058,0
user_1,2026-04-07,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/247970601590/,1004.08,0,0,0,BottleLab,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS,596.35,3297.1454733995306,0.12366151366066627,0
user_1,2026-04-10,UPI/BLINK COMMERCE PVT LTD/UPIIntent/HDFC/496259836132/,744.46,0,0,0,Blinkit,UPI/BLINK COMMERCE PVT LTD/UPIIntent/HDFC,596.35,3297.1454733995306,0.044920674927724925,0
user_1,2026-04-11,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/511256682061/,166.5,0,0,0,BottleLab,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS,596.35,3297.1454733995306,-0.13037034715875065,0
user_1,2026-04-12,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/341123641995/,53.72,0,0,0,BottleLab,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS,596.35,3297.1454733995306,-0.16457569263406505,0
user_1,2026-04-13,UPI/SWIGGY BANGALORE/UPIIntent/HDFC/191544033012/,404.09,0,0,0,Swiggy,UPI/SWIGGY BANGALORE/UPIIntent/HDFC,596.35,3297.1454733995306,-0.05831104558506782,0
user_1,2026-04-13,UPI/SWIGGY BANGALORE/UPIIntent/HDFC/598339873032/,627.26,0,0,0,Swiggy,UPI/SWIGGY BANGALORE/UPIIntent/HDFC,596.35,3297.1454733995306,0.009374775923408114,0
user_1,2026-04-13,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/678942291802/,308.02,0,0,0,TheFrothHouse,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL,596.35,3297.1454733995306,-0.0874483708183845,0
user_1,2026-04-15,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/970921849412/,700.69,0,0,0,BottleLab,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS,596.35,3297.1454733995306,0.03164555547875781,0
user_1,2026-04-15,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/607917411100/,735.07,0,0,0,Thesmartq1,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL,596.35,3297.1454733995306,0.042072756910228895,0
user_1,2026-04-15,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/897457063342/,495.68,0,0,0,BottleLab,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS,596.35,3297.1454733995306,-0.030532471439970753,0
user_1,2026-04-19,UPI/ZOMATO LTD/UPIIntent/ICICI/539121325924/,759.63,0,0,0,Zomato,UPI/ZOMATO LTD/UPIIntent/ICICI,596.35,3297.1454733995306,0.04952162448314714,0
user_1,2026-04-19,UPI/CATERING CARE FSS/cateringcare1/HDFC/518402234207/,44.88,0,0,0,CateringCare,UPI/CATERING CARE FSS/cateringcare1/HDFC,596.35,3297.1454733995306,-0.16725679969206983,0
user_1,2026-04-19,UPI/Kamod Kumar/UPI/INDIAN/111554884637/,480.82,0,0,0,KamodKumar,UPI/Kamod Kumar/UPI/INDIAN,596.35,3297.1454733995306,-0.03503940027277065,0
user_1,2026-04-19,UPI/ZOMATO LTD/UPIIntent/ICICI/258624574047/,389.13,0,0,0,Zomato,UPI/ZOMATO LTD/UPIIntent/ICICI,596.35,3297.1454733995306,-0.06284830368322976,0
user_1,2026-04-22,UPI/Kamod Kumar/UPI/INDIAN/256373756185/,752.56,0,0,0,KamodKumar,UPI/Kamod Kumar/UPI/INDIAN,596.35,3297.1454733995306,0.04737734542205054,0
user_1,2026-04-28,UPI/BLINK COMMERCE PVT LTD/UPIIntent/HDFC/253223733807/,723.39,0,0,0,Blinkit,UPI/BLINK COMMERCE PVT LTD/UPIIntent/HDFC,596.35,3297.1454733995306,0.03853029871594202,0
user_1,2026-04-29,UPI/Zomato Order/UPIIntent/ICICI/527480762763/,51.18,0,0,0,Zomato,UPI/Zomato Order/UPIIntent/ICICI,596.35,3297.1454733995306,-0.165346055974261,0
user_1,2026-04-29,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/951040395509/,436.87,0,0,0,IshanSharma,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI,596.35,3297.1454733995306,-0.048369112399389444,0
user_1,2026-05-01,UPI/Kamod Kumar/UPI/INDIAN/127830050805/,964.95,0,0,0,KamodKumar,UPI/Kamod Kumar/UPI/INDIAN,596.35,3297.1454733995306,0.11179367212449805,0
user_1,2026-05-01,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/486769055107/,103.96,0,0,0,Thesmartq1,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL,596.35,3297.1454733995306,-0.14933826971617362,0
user_1,2026-05-02,UPI/HOTSTAR SUB/UPIIntent/SBI/561002048302/,1251.19,1,1,0,,UPI/HOTSTAR SUB/UPIIntent/SBI,596.35,3297.1454733995306,0.1986081612968158,0
user_1,2026-05-02,UPI/GYMFIT CLUB/UPIIntent/HDFC/450881188412/,48.01,1,1,0,,UPI/GYMFIT CLUB/UPIIntent/HDFC,596.35,3297.1454733995306,-0.16630749368623782,0
user_1,2026-05-02,UPI/MUSICSTREAM PLUS/UPIIntent/AXIS/893246299802/,912.4,1,1,0,,UPI/MUSICSTREAM PLUS/UPIIntent/AXIS,596.35,3297.1454733995306,0.09585564317674336,0
user_1,2026-05-02,UPI/Kamod Kumar/UPI/INDIAN/646017287236/,1103.8,0,0,0,KamodKumar,UPI/Kamod Kumar/UPI/INDIAN,596.35,3297.1454733995306,0.15390585707969756,0
user_1,2026-05-03,UPI/NETFLIX.COM/UPIIntent/HDFC/582087221887/,425.68,1,0,0,,UPI/NETFLIX.COM/UPIIntent/HDFC,596.35,3297.1454733995306,-0.051762957193402286,0
user_1,2026-05-03,UPI/SPOTIFY INDIA/UPIIntent/ICICI/623200257746/,57.43,1,0,0,,UPI/SPOTIFY INDIA/UPIIntent/ICICI,596.35,3297.1454733995306,-0.1634504768891332,0
user_1,2026-05-03,UPI/NEWSDIGITAL SUB/UPIIntent/SBI/752385788085/,671.1,1,1,0,,UPI/NEWSDIGITAL SUB/UPIIntent/SBI,596.35,3297.1454733995306,0.022671125858128673,0
user_1,2026-05-03,UPI/Kamod Kumar/UPI/INDIAN/599512200773/,593.5,0,0,0,KamodKumar,UPI/Kamod Kumar/UPI/INDIAN,596.35,3297.1454733995306,-0.0008643840628182908,0
user_1,2026-05-04,UPI/ANGEL ONE/angelmfcpupa@i/Subscripti/INDUSIND/445153317307/,465.44,1,0,0,,UPI/ANGEL ONE/angelmfcpupa@i/Subscripti/INDUSIND,596.35,3297.1454733995306,-0.03970404128545318,0
user_1,2026-05-04,UPI/AMAZON PRIME/UPIIntent/AXIS/963216086338/,126.85,1,0,0,,UPI/AMAZON PRIME/UPIIntent/AXIS,596.35,3297.1454733995306,-0.1423959008748015,0
user_1,2026-05-04,UPI/CLOUDSTORAGE PRO/UPIIntent/ICICI/380946765515/,1318.44,1,1,0,,UPI/CLOUDSTORAGE PRO/UPIIntent/ICICI,596.35,3297.1454733995306,0.2190045922527911,0
user_1,2026-05-04,UPI/Kamod Kumar/UPI/INDIAN/452319598548/,1044.21,0,0,0,KamodKumar,UPI/Kamod Kumar/UPI/INDIAN,596.35,3297.1454733995306,0.13583264785045496,0
user_1,2026-05-05,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/437871445288/,304.6,0,0,0,IshanSharma,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI,596.35,3297.1454733995306,-0.08848563169376643,0
user_1,2026-05-05,UPI/SWIGGY*BLR123/UPIIntent/HDFC/688086649304/,71.3,0,0,0,Swiggy,UPI/SWIGGY*BLR123/UPIIntent/HDFC,596.35,3297.1454733995306,-0.15924380778341754,0
user_1,2026-05-06,UPI/Bundl Technologies Pvt Ltd/UPIIntent/HDFC/310656733240/,392.73,0,0,0,Swiggy,UPI/Bundl Technologies Pvt Ltd/UPIIntent/HDFC,596.35,3297.1454733995306,-0.06175645013019612,0
user_1,2026-05-06,UPI/CATERING CARE FSS/cateringcare1/HDFC/117496034948/,348.43,0,0,0,CateringCare,UPI/CATERING CARE FSS/cateringcare1/HDFC,596.35,3297.1454733995306,-0.07519231468558209,0
user_1,2026-05-08,UPI/SWIGGY BANGALORE/UPIIntent/HDFC/898563968121/,1127.8,0,0,0,Swiggy,UPI/SWIGGY BANGALORE/UPIIntent/HDFC,596.35,3297.1454733995306,0.16118488076658838,0
user_1,2026-05-08,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/726204812686/,264.25,0,0,0,IshanSharma,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI,596.35,3297.1454733995306,-0.10072349026735161,0
user_1,2026-05-08,UPI/CATERING CARE FSS/cateringcare1/HDFC/494987163527/,909.62,0,0,0,CateringCare,UPI/CATERING CARE FSS/cateringcare1/HDFC,596.35,3297.1454733995306,0.0950124895996785,0
user_1,2026-05-11,UPI/CATERING CARE FSS/cateringcare1/HDFC/531890853967/,860.3,0,0,0,CateringCare,UPI/CATERING CARE FSS/cateringcare1/HDFC,596.35,3297.1454733995306,0.08005409592311788,0
user_1,2026-05-11,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/840731087980/,392.43,0,0,0,BottleLab,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS,596.35,3297.1454733995306,-0.061847437926282264,0
user_1,2026-05-12,UPI/CATERING CARE FSS/cateringcare1/HDFC/719624962997/,430.69,0,0,0,CateringCare,UPI/CATERING CARE FSS/cateringcare1/HDFC,596.35,3297.1454733995306,-0.05024346099876383,0
user_1,2026-05-14,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/661781133342/,342.86,0,0,0,IshanSharma,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI,596.35,3297.1454733995306,-0.07688165476624799,0
user_1,2026-05-14,UPI/BLINK COMMERCE PVT LTD/UPIIntent/HDFC/654716363393/,903.23,0,0,0,Blinkit,UPI/BLINK COMMERCE PVT LTD/UPIIntent/HDFC,596.35,3297.1454733995306,0.09307444954304384,0
user_1,2026-05-21,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/762248496458/,612.72,0,0,0,TheFrothHouse,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL,596.35,3297.1454733995306,0.004964900739766775,0
