user_id,date,description,amount,is_subscription,is_price_creep,is_anomaly,true_canonical_merchant
user_1,2026-05-27,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/371951316328/,543.16,0,0,0,Thesmartq1
user_1,2026-05-28,UPI/Kamod Kumar/UPI/INDIAN/262418953634/,788.03,0,0,0,KamodKumar
user_1,2026-05-29,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/946769179496/,671.72,0,0,0,BottleLab
user_1,2026-05-31,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/858099045051/,198.06,0,0,0,TheFrothHouse
user_1,2026-05-31,UPI/Zomato Order/UPIIntent/ICICI/954693560234/,524.82,0,0,0,Zomato
user_1,2026-05-31,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/455279599351/,44553.05,0,0,1,BottleLab
user_1,2026-06-01,UPI/MUSICSTREAM PLUS/UPIIntent/AXIS/457153179295/,937.51,1,1,0,
user_1,2026-06-02,UPI/NETFLIX.COM/UPIIntent/HDFC/891936834458/,425.68,1,0,0,
user_1,2026-06-02,UPI/SPOTIFY INDIA/UPIIntent/ICICI/226312025346/,57.43,1,0,0,
user_1,2026-06-02,UPI/HOTSTAR SUB/UPIIntent/SBI/401064976099/,1343.87,1,1,0,
user_1,2026-06-02,UPI/CLOUDSTORAGE PRO/UPIIntent/ICICI/469287212053/,1438.3,1,1,0,
user_1,2026-06-02,UPI/NEWSDIGITAL SUB/UPIIntent/SBI/518195324280/,671.1,1,1,0,
user_1,2026-06-02,UPI/Blinkit/blinkit.payu@h/UPIIntent/HDFC/989716932080/,221.43,0,0,0,Blinkit
user_1,2026-06-02,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/564516239702/,1161.27,0,0,0,TheFrothHouse
user_1,2026-06-02,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/742566156060/,587.72,0,0,0,BottleLab
user_1,2026-06-03,UPI/ANGEL ONE/angelmfcpupa@i/Subscripti/INDUSIND/409020556650/,465.44,1,0,0,
user_1,2026-06-03,UPI/AMAZON PRIME/UPIIntent/AXIS/755061013989/,126.85,1,0,0,
user_1,2026-06-03,UPI/GYMFIT CLUB/UPIIntent/HDFC/848208918467/,48.01,1,1,0,
user_1,2026-06-04,UPI/Zomato Order/UPIIntent/ICICI/969848380969/,464.16,0,0,0,Zomato
user_1,2026-06-12,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/447042492284/,791.4,0,0,0,TheFrothHouse
user_1,2026-06-13,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/961499747001/,1135.29,0,0,0,BottleLab
user_1,2026-06-15,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/949336482896/,955.83,0,0,0,BottleLab
user_1,2026-06-16,UPI/Kamod Kumar/UPI/INDIAN/817900752549/,284.31,0,0,0,KamodKumar
user_1,2026-06-16,UPI/BLINK COMMERCE PVT LTD/UPIIntent/HDFC/480245009793/,497.23,0,0,0,Blinkit
user_1,2026-06-19,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/677497844878/,317.24,0,0,0,TheFrothHouse
user_1,2026-06-20,UPI/CATERING CARE FSS/cateringcare1/HDFC/148316775838/,79.97,0,0,0,CateringCare
user_1,2026-06-23,UPI/Kamod Kumar/UPI/INDIAN/313692863949/,1130.03,0,0,0,KamodKumar
user_1,2026-06-24,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/694645426195/,1114.07,0,0,0,IshanSharma
user_1,2026-06-24,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/127749479175/,693.78,0,0,0,TheFrothHouse
user_1,2026-06-29,UPI/SWIGGY BANGALORE/UPIIntent/HDFC/573598302202/,547.34,0,0,0,Swiggy
user_1,2026-06-30,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/732210237895/,580.16,0,0,0,BottleLab
user_1,2026-07-01,UPI/ANGEL ONE/angelmfcpupa@i/Subscripti/INDUSIND/692215403423/,465.44,1,0,0,
user_1,2026-07-01,UPI/AMAZON PRIME/UPIIntent/AXIS/683331542052/,126.85,1,0,0,
user_1,2026-07-01,UPI/CLOUDSTORAGE PRO/UPIIntent/ICICI/227649610641/,1438.3,1,1,0,
user_1,2026-07-01,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/399723069606/,238.93,0,0,0,Thesmartq1
user_1,2026-07-02,UPI/NETFLIX.COM/UPIIntent/HDFC/154266838092/,425.68,1,0,0,
user_1,2026-07-02,UPI/HOTSTAR SUB/UPIIntent/SBI/329626689260/,1343.87,1,1,0,
user_1,2026-07-02,UPI/MUSICSTREAM PLUS/UPIIntent/AXIS/869122295858/,962.62,1,1,0,
user_1,2026-07-02,UPI/NEWSDIGITAL SUB/UPIIntent/SBI/722425986788/,671.1,1,1,0,
user_1,2026-07-03,UPI/SPOTIFY INDIA/UPIIntent/ICICI/532631326379/,57.43,1,0,0,
user_1,2026-07-03,UPI/GYMFIT CLUB/UPIIntent/HDFC/270883268695/,48.01,1,1,0,
user_1,2026-07-03,UPI/Kamod Kumar/UPI/INDIAN/479099364652/,690.57,0,0,0,KamodKumar
user_1,2026-07-03,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/475870645275/,832.66,0,0,0,TheFrothHouse
user_1,2026-07-04,UPI/Bundl Technologies Pvt Ltd/UPIIntent/HDFC/267688593073/,613.68,0,0,0,Swiggy
user_1,2026-07-05,UPI/BLINK COMMERCE PVT LTD/UPIIntent/HDFC/964752142929/,121.01,0,0,0,Blinkit
user_1,2026-07-06,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/467432524527/,641.52,0,0,0,Thesmartq1
user_1,2026-07-07,UPI/CATERING CARE FSS/cateringcare1/HDFC/470262358016/,527.73,0,0,0,CateringCare
user_1,2026-07-07,UPI/Bundl Technologies Pvt Ltd/UPIIntent/HDFC/476809664834/,628.2,0,0,0,Swiggy
user_1,2026-07-07,UPI/BLINK COMMERCE PVT LTD/UPIIntent/HDFC/218636437788/,953.46,0,0,0,Blinkit
user_1,2026-07-10,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/713152721112/,243.58,0,0,0,Thesmartq1
user_1,2026-07-11,UPI/CATERING CARE FSS/cateringcare1/HDFC/876342213992/,245.75,0,0,0,CateringCare
user_1,2026-07-12,UPI/Kamod Kumar/UPI/INDIAN/718433911361/,145.54,0,0,0,KamodKumar
user_1,2026-07-17,UPI/Kamod Kumar/UPI/INDIAN/651622775693/,359.16,0,0,0,KamodKumar
user_1,2026-07-18,UPI/BLINK COMMERCE PVT LTD/UPIIntent/HDFC/542138111044/,528.65,0,0,0,Blinkit
user_1,2026-07-19,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/607118586151/,317.73,0,0,0,BottleLab
user_1,2026-07-23,UPI/BLINK COMMERCE PVT LTD/UPIIntent/HDFC/870726075323/,283.03,0,0,0,Blinkit
user_1,2026-07-24,UPI/SWIGGY*BLR123/UPIIntent/HDFC/198153144754/,438.24,0,0,0,Swiggy
user_1,2026-07-24,UPI/Kamod Kumar/UPI/INDIAN/222263575518/,826.36,0,0,0,KamodKumar
user_1,2026-07-28,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/170640840564/,283.72,0,0,0,Thesmartq1
user_1,2026-07-28,UPI/Kamod Kumar/UPI/INDIAN/959387810965/,549.13,0,0,0,KamodKumar
user_1,2026-07-30,UPI/CATERING CARE FSS/cateringcare1/HDFC/787549517065/,1168.88,0,0,0,CateringCare
user_2,2026-02-01,UPI/SPOTIFY INDIA/UPIIntent/ICICI/646827958958/,431.7,1,0,0,
user_2,2026-02-01,UPI/HOTSTAR SUB/UPIIntent/SBI/607734726949/,387.52,1,1,0,
user_2,2026-02-01,UPI/CLOUDSTORAGE PRO/UPIIntent/ICICI/353778138363/,1142.57,1,1,0,
user_2,2026-02-01,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/643351699418/,679.48,0,0,0,IshanSharma
user_2,2026-02-01,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/948111146296/,262.51,0,0,0,BottleLab
user_2,2026-02-01,UPI/SWIGGY*BLR123/UPIIntent/HDFC/974757378998/,536.83,0,0,0,Swiggy
user_2,2026-02-02,UPI/AMAZON PRIME/UPIIntent/AXIS/403163944331/,664.61,1,0,0,
user_2,2026-02-02,UPI/MUSICSTREAM PLUS/UPIIntent/AXIS/514539588716/,862.57,1,1,0,
user_2,2026-02-02,UPI/NEWSDIGITAL SUB/UPIIntent/SBI/345773922307/,98.28,1,1,0,
user_2,2026-02-03,UPI/NETFLIX.COM/UPIIntent/HDFC/796959529002/,994.52,1,0,0,
user_2,2026-02-03,UPI/ANGEL ONE/angelmfcpupa@i/Subscripti/INDUSIND/862455264370/,405.39,1,0,0,
user_2,2026-02-03,UPI/GYMFIT CLUB/UPIIntent/HDFC/862694586863/,972.52,1,1,0,
user_2,2026-02-03,UPI/ZOMATO LTD/UPIIntent/ICICI/454011586625/,608.08,0,0,0,Zomato
user_2,2026-02-04,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/245839815407/,498.07,0,0,0,Thesmartq1
user_2,2026-02-07,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/801437552130/,76.28,0,0,0,IshanSharma
user_2,2026-02-09,UPI/Kamod Kumar/UPI/INDIAN/452264224996/,401.23,0,0,0,KamodKumar
user_2,2026-02-09,UPI/BLINK COMMERCE PVT LTD/UPIIntent/HDFC/610423644175/,107.2,0,0,0,Blinkit
user_2,2026-02-10,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/978542438272/,720.27,0,0,0,TheFrothHouse
user_2,2026-02-12,UPI/CATERING CARE FSS/cateringcare1/HDFC/873264982007/,1105.99,0,0,0,CateringCare
user_2,2026-02-15,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/149864245008/,1034.53,0,0,0,BottleLab
user_2,2026-02-16,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/892169953826/,208.76,0,0,0,Thesmartq1
user_2,2026-02-16,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/912299563852/,260.45,0,0,0,IshanSharma
user_2,2026-02-20,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/449631154510/,385.34,0,0,0,BottleLab
user_2,2026-02-20,UPI/SWIGGY*BLR123/UPIIntent/HDFC/672339789666/,553.25,0,0,0,Swiggy
user_2,2026-02-21,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/726224116175/,229.02,0,0,0,TheFrothHouse
user_2,2026-02-22,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/702090182864/,803.9,0,0,0,TheFrothHouse
user_2,2026-02-24,UPI/ZOMATO LTD/UPIIntent/ICICI/306625873387/,737.61,0,0,0,Zomato
user_2,2026-02-26,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/549733366575/,837.75,0,0,0,TheFrothHouse
user_2,2026-03-02,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/489338153491/,405.0,0,0,0,TheFrothHouse
user_2,2026-03-02,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/362264099136/,615.31,0,0,0,IshanSharma
user_2,2026-03-02,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/840933223284/,999.08,0,0,0,BottleLab
user_2,2026-03-03,UPI/SPOTIFY INDIA/UPIIntent/ICICI/154573700644/,431.7,1,0,0,
user_2,2026-03-03,UPI/NEWSDIGITAL SUB/UPIIntent/SBI/368578250487/,98.28,1,1,0,
user_2,2026-03-03,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/218339021376/,656.32,0,0,0,Thesmartq1
user_2,2026-03-03,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/473572886349/,537.97,0,0,0,IshanSharma
user_2,2026-03-04,UPI/NETFLIX.COM/UPIIntent/HDFC/961947513029/,994.52,1,0,0,
user_2,2026-03-04,UPI/HOTSTAR SUB/UPIIntent/SBI/773997034981/,387.52,1,1,0,
user_2,2026-03-04,UPI/CLOUDSTORAGE PRO/UPIIntent/ICICI/283249948923/,1142.57,1,1,0,
user_2,2026-03-04,UPI/MUSICSTREAM PLUS/UPIIntent/AXIS/324013315883/,888.45,1,1,0,
user_2,2026-03-04,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/415753985391/,467.44,0,0,0,Thesmartq1
user_2,2026-03-05,UPI/ANGEL ONE/angelmfcpupa@i/Subscripti/INDUSIND/914558814751/,405.39,1,0,0,
user_2,2026-03-05,UPI/AMAZON PRIME/UPIIntent/AXIS/962211002863/,664.61,1,0,0,
